TermTested,TermRostered,Subject,ASGType,NormsReferenceData,GrowthComparisonPeriod,WIStartTerm,WIEndTerm,OptionalGroupingCategory,OptionGroupingGroup,StudentID,StudentGrade,TestDate,StartScore,StartScoreSEM,StartPercentile,StartPercentileSE,StartTestDuration,EndTestDate,EndScore,EndScoreSEM,EndPercentile,EndPercentileSE,EndTestDuration,ProjectedScore,ProjectedGrowth,ObservedGrowth,ObservedGrowthSE,GrowthIndex,MetGrowthProjection?,ConditionalGrowthIndex,ConditionalGrowthPercentile,PercentageofStudentswhoMetorExceededtheirProjectedScore,PercentageofProjectedGrowthMet,CountofStudentswithGrowthProjectionAvailableandValidBeginningandEndingTermScores,CountofStudentswhoMetorExceededtheirProjectedGrowth,MedianConditionalGrowthPercentile,OptionalGroupingPercentageofStudentswhoMetorExceededtheirProjectedScore,OptionalGroupingOverallPercentageofProjectedScoreMet,OptionalGroupingCountofStudentswithGrowthProjectionAvailableandValidBeginningandEndingTermScores,OptionalGroupingCountofStudentswhoMetorExceededtheirProjectedGrowth,OptionalGroupingMedianConditionalGrowthPercentile,StartGrowthandAchievement,EndGrowthandAchievement,ConditionalGrowthPercentileAxis,AchievementPercentileAxis
Spring 2017-2018,Spring 2017-2018,Reading,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0046,4,1/16/2018,233,3.3,98,1,104,5/22/2018,228,3.5,93,3,68,234,1,-5,4.8,-6,No,-1.1,14,76.9,120.8,13,10,58,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Reading,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0045,6,1/16/2018,237,3.4,94,3,78,5/22/2018,237,3.5,93,2,69,238,1,0,4.9,-1,No*,-0.1,47,28.6,57.1,7,2,44,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Reading,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0043,4,1/16/2018,231,3.3,97,1,76,5/22/2018,233,3.5,96,2,45,232,1,2,4.8,1,Yes*,0.2,57,76.9,120.8,13,10,58,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Reading,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,20,8,1/16/2018,232,3.4,80,6,50,5/22/2018,224,3.4,60,8,35,233,1,-8,4.8,-9,No,-1.4,7,28.6,57.1,7,2,44,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Reading,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0050,5,1/18/2018,218,3.3,73,7,72,5/22/2018,218,3.4,66,8,46,220,2,0,4.7,-2,No*,-0.4,36,76.9,120.8,13,10,58,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Reading,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0054,K,,,,,,,5/22/2018,172,3.3,86,5,40,,,,,,,,,100,112.5,2,2,59,,,,,,,High-A,50,50
Spring 2017-2018,Spring 2017-2018,Reading,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0058,4,1/16/2018,193,3.6,26,8,30,5/22/2018,200,3.5,35,9,45,197,4,7,5,3,Yes*,0.5,71,76.9,120.8,13,10,58,,,,,,High-G/Low-A,High-G/Low-A,50,50
Spring 2017-2018,Spring 2017-2018,Reading,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0059,5,1/16/2018,172,3.3,1,<1,18,5/22/2018,169,3.4,1,<1,26,177,5,-3,4.7,-8,No,-1.5,7,50,128,6,3,38,,,,,,Low-G/Low-A,Low-G/Low-A,50,50
Spring 2017-2018,Spring 2017-2018,Reading,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,61,3,1/18/2018,192,3.3,43,9,33,5/22/2018,190,3.5,28,9,34,196,4,-2,4.8,-6,No,-1.1,13,50,128,6,3,38,,,,,,Low-G/Low-A,Low-G/Low-A,50,50
Spring 2017-2018,Spring 2017-2018,Reading,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0063,4,1/18/2018,212,3.3,73,7,50,5/22/2018,207,3.5,53,9,39,214,2,-5,4.8,-7,No,-1.4,9,50,128,6,3,38,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Science - General Science,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0002,5,1/19/2018,216,3.1,89,4,23,5/25/2018,217,3.2,85,6,27,217,1,1,4.5,0,Yes*,-0.1,46,61.5,173.9,13,8,47,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Science - General Science,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0001,2,1/19/2018,186,3.1,,,53,5/25/2018,196,3.1,,,40,,,10,4.4,,,,,0,-114.3,4,0,20,,,,,,,,50,50
Spring 2017-2018,Spring 2017-2018,Science - General Science,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0004,5,1/19/2018,226,3.1,98,1,24,5/25/2018,236,3.4,99,<1,34,227,1,10,4.6,9,Yes,1.8,96,71.4,312.5,7,5,54,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Science - General Science,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,7,3,1/19/2018,199,3.1,75,8,34,5/25/2018,205,3.1,81,7,28,202,3,6,4.4,3,Yes*,0.6,73,61.5,173.9,13,8,47,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Science - General Science,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0008,5,1/19/2018,225,3.1,98,1,52,5/25/2018,225,3.1,96,2,44,226,1,0,4.4,-1,No*,-0.1,45,61.5,173.9,13,8,47,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Science - General Science,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0009,7,1/19/2018,232,3.1,98,1,29,5/25/2018,242,3.2,99,<1,33,233,1,10,4.5,9,Yes,1.9,97,71.4,312.5,7,5,54,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Science - General Science,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0020,4,1/19/2018,203,3.1,68,10,54,5/25/2018,205,3.1,65,10,51,205,2,2,4.4,0,Yes*,-0.1,47,61.5,173.9,13,8,47,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Science - General Science,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0019,4,1/19/2018,217,3.1,96,2,29,5/25/2018,216,3.1,92,3,36,218,1,-1,4.4,-2,No*,-0.4,34,61.5,173.9,13,8,47,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Science - General Science,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0024,2,1/19/2018,184,3.2,,,17,5/25/2018,190,3.1,,,22,,,6,4.5,,,,,0,-114.3,4,0,20,,,,,,,,50,50
Spring 2017-2018,Spring 2017-2018,Science - General Science,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0025,4,1/19/2018,216,3.2,95,3,31,5/25/2018,214,3.2,89,4,26,217,1,-2,4.5,-3,No*,-0.6,28,61.5,173.9,13,8,47,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Science - General Science,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0030,4,1/22/2018,202,3.1,65,10,49,5/25/2018,207,3.1,71,9,22,205,3,5,4.4,2,Yes*,0.5,69,61.5,173.9,13,8,47,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Science - General Science,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0031,6,1/19/2018,228,3.1,97,2,32,5/25/2018,229,3.1,96,2,37,229,1,1,4.4,0,Yes*,0.1,54,71.4,312.5,7,5,54,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Science - General Science,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,31,8,1/19/2018,222,3.1,80,6,30,5/25/2018,230,3.2,91,3,33,223,1,8,4.5,7,Yes,1.3,91,61.5,173.9,13,8,47,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Science - General Science,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0034,4,,,,,,,5/25/2018,215,3.1,90,4,31,,,,,,,,,61.5,173.9,13,8,47,,,,,,,High-A,50,50
Spring 2017-2018,Spring 2017-2018,Science - General Science,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0036,2,,,,,,,5/25/2018,187,3,,,30,,,,,,,,,0,-114.3,4,0,20,,,,,,,,50,50
Spring 2017-2018,Spring 2017-2018,Science - General Science,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0037,4,1/19/2018,217,3.1,96,2,48,5/25/2018,220,3.1,96,2,45,218,1,3,4.4,2,Yes*,0.4,66,61.5,173.9,13,8,47,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Science - General Science,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,30,3,1/19/2018,201,3.1,80,7,31,5/25/2018,200,3.1,66,10,38,204,3,-1,4.4,-4,No*,-0.7,25,0,-114.3,4,0,20,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Science - General Science,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0041,6,1/19/2018,218,3.1,85,5,36,5/25/2018,225,3.1,92,3,55,219,1,7,4.4,6,Yes,1.1,87,71.4,312.5,7,5,54,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Science - General Science,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0044,6,1/19/2018,214,3.2,75,8,54,5/25/2018,215,3.1,71,8,41,215,1,1,4.5,0,Yes*,-0.1,46,71.4,312.5,7,5,54,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Science - General Science,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0046,4,1/19/2018,216,3.2,95,3,53,5/25/2018,222,3.2,97,2,40,217,1,6,4.5,5,Yes,1,84,61.5,173.9,13,8,47,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Science - General Science,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0045,6,1/19/2018,214,3,75,7,28,5/25/2018,215,3.1,71,8,29,216,2,1,4.3,-1,No*,-0.1,46,71.4,312.5,7,5,54,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Science - General Science,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0043,4,1/19/2018,207,3.2,80,7,27,5/25/2018,222,3.1,97,2,30,209,2,15,4.5,13,Yes,2.6,99,61.5,173.9,13,8,47,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Science - General Science,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,20,8,1/19/2018,222,3.1,80,6,30,5/25/2018,217,3.1,61,9,27,223,1,-5,4.4,-6,No,-1.2,12,71.4,312.5,7,5,54,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Science - General Science,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0050,5,1/19/2018,212,3.1,80,7,67,5/25/2018,212,3.1,72,9,51,214,2,0,4.4,-2,No*,-0.4,36,61.5,173.9,13,8,47,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Science - General Science,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0058,4,1/25/2018,189,3.3,20,9,24,5/25/2018,186,3,8,5,11,193,4,-3,4.5,-7,No,-1.4,8,61.5,173.9,13,8,47,,,,,,Low-G/Low-A,Low-G/Low-A,50,50
Spring 2017-2018,Spring 2017-2018,Science - General Science,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0059,5,1/19/2018,186,3.1,5,4,19,5/25/2018,185,3.1,3,2,22,190,4,-1,4.4,-5,No,-1,15,0,-114.3,4,0,20,,,,,,Low-G/Low-A,Low-G/Low-A,50,50
Spring 2017-2018,Spring 2017-2018,Science - General Science,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,61,3,1/19/2018,191,3.1,47,12,35,5/25/2018,177,3.6,5,4,28,195,4,-14,4.8,-18,No,-3.2,1,0,-114.3,4,0,20,,,,,,Low-G/Low-A,Low-G/Low-A,50,50
Spring 2017-2018,Spring 2017-2018,Science - General Science,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0063,4,1/19/2018,196,3.1,42,12,26,5/25/2018,196,3.2,32,11,21,199,3,0,4.5,-3,No*,-0.6,27,0,-114.3,4,0,20,,,,,,Low-G/Low-A,Low-G/Low-A,50,50
