TermTested,TermRostered,Subject,ASGType,NormsReferenceData,GrowthComparisonPeriod,WIStartTerm,WIEndTerm,OptionalGroupingCategory,OptionGroupingGroup,StudentID,StudentGrade,TestDate,StartScore,StartScoreSEM,StartPercentile,StartPercentileSE,StartTestDuration,EndTestDate,EndScore,EndScoreSEM,EndPercentile,EndPercentileSE,EndTestDuration,ProjectedScore,ProjectedGrowth,ObservedGrowth,ObservedGrowthSE,GrowthIndex,MetGrowthProjection?,ConditionalGrowthIndex,ConditionalGrowthPercentile,PercentageofStudentswhoMetorExceededtheirProjectedScore,PercentageofProjectedGrowthMet,CountofStudentswithGrowthProjectionAvailableandValidBeginningandEndingTermScores,CountofStudentswhoMetorExceededtheirProjectedGrowth,MedianConditionalGrowthPercentile,OptionalGroupingPercentageofStudentswhoMetorExceededtheirProjectedScore,OptionalGroupingOverallPercentageofProjectedScoreMet,OptionalGroupingCountofStudentswithGrowthProjectionAvailableandValidBeginningandEndingTermScores,OptionalGroupingCountofStudentswhoMetorExceededtheirProjectedGrowth,OptionalGroupingMedianConditionalGrowthPercentile,StartGrowthandAchievement,EndGrowthandAchievement,ConditionalGrowthPercentileAxis,AchievementPercentileAxis
Spring 2017-2018,Spring 2017-2018,Language Usage,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0030,4,1/22/2018,217,2.9,83,5,29,5/25/2018,216,2.9,75,6,34,219,2,-1,4.1,-3,No*,-0.6,27,53.8,33.3,13,7,48,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Language Usage,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0031,6,1/18/2018,239,2.9,97,1,52,5/25/2018,238,2.9,96,1,51,240,1,-1,4.1,-2,No*,-0.2,41,57.1,228.6,7,4,68,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Language Usage,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,31,8,1/18/2018,223,3,65,7,26,5/25/2018,225,2.9,66,7,33,224,1,2,4.2,1,Yes*,0.2,58,53.8,33.3,13,7,48,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Language Usage,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0034,4,,,,,,,5/25/2018,221,2.9,85,5,58,,,,,,,,,53.8,33.3,13,7,48,,,,,,,High-A,50,50
Spring 2017-2018,Spring 2017-2018,Language Usage,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0036,2,,,,,,,5/24/2018,178,2.9,22,6,34,,,,,,,,,16.7,-7.4,6,1,23,,,,,,,Low-A,50,50
Spring 2017-2018,Spring 2017-2018,Language Usage,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0037,4,1/19/2018,220,2.9,88,4,51,5/25/2018,225,2.9,91,3,56,222,2,5,4.1,3,Yes*,0.7,75,53.8,33.3,13,7,48,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Language Usage,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,30,3,1/19/2018,209,2.9,82,5,41,5/24/2018,210,2.9,76,6,20,212,3,1,4.1,-2,No*,-0.4,34,16.7,-7.4,6,1,23,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Language Usage,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0041,6,1/19/2018,229,2.9,88,4,53,5/25/2018,232,2.9,89,4,58,230,1,3,4.1,2,Yes*,0.5,68,57.1,228.6,7,4,68,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Language Usage,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0044,6,1/18/2018,230,2.9,89,4,65,5/25/2018,225,3,77,6,51,231,1,-5,4.2,-6,No,-1.1,13,57.1,228.6,7,4,68,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Language Usage,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0046,4,1/18/2018,224,2.9,93,2,75,5/25/2018,222,2.9,87,4,45,225,1,-2,4.1,-3,No*,-0.7,25,53.8,33.3,13,7,48,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Language Usage,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0045,6,1/18/2018,235,2.9,95,2,49,5/25/2018,240,2.9,97,1,50,236,1,5,4.1,4,Yes*,0.9,83,57.1,228.6,7,4,68,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Language Usage,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0043,4,1/18/2018,232,2.9,98,1,51,5/25/2018,236,2.9,98,1,46,233,1,4,4.1,3,Yes*,0.7,75,53.8,33.3,13,7,48,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Language Usage,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,20,8,1/18/2018,233,2.9,86,4,39,5/25/2018,232,2.9,82,5,38,234,1,-1,4.1,-2,No*,-0.3,38,57.1,228.6,7,4,68,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Language Usage,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0050,5,1/19/2018,220,2.9,79,6,52,5/24/2018,210,3.1,46,9,55,222,2,-10,4.2,-12,No,-2.3,1,53.8,33.3,13,7,48,,,,,,Low-G/High-A,Low-G/Low-A,50,50
Spring 2017-2018,Spring 2017-2018,Language Usage,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0058,4,1/25/2018,195,3,27,7,38,5/25/2018,190,3,11,5,22,199,4,-5,4.2,-9,No,-1.8,4,53.8,33.3,13,7,48,,,,,,Low-G/Low-A,Low-G/Low-A,50,50
Spring 2017-2018,Spring 2017-2018,Language Usage,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0059,5,1/18/2018,187,3,5,3,19,5/24/2018,181,2.9,1,1,18,191,4,-6,4.2,-10,No,-2.1,2,16.7,-7.4,6,1,23,,,,,,Low-G/Low-A,Low-G/Low-A,50,50
Spring 2017-2018,Spring 2017-2018,Language Usage,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,61,3,1/19/2018,184,3,21,6,25,5/24/2018,171,2.9,2,1,18,189,5,-13,4.2,-18,No,-3.5,1,16.7,-7.4,6,1,23,,,,,,Low-G/Low-A,Low-G/Low-A,50,50
Spring 2017-2018,Spring 2017-2018,Language Usage,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0063,4,1/19/2018,208,2.9,62,8,41,5/24/2018,205,2.9,45,9,26,211,3,-3,4.1,-6,No,-1.2,12,16.7,-7.4,6,1,23,,,,,,Low-G/High-A,Low-G/Low-A,50,50
Spring 2017-2018,Spring 2017-2018,Mathematics,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0002,5,1/17/2018,236,2.9,90,3,88,5/23/2018,238,3,85,4,61,241,5,2,4.2,-3,No*,-0.7,24,23.1,16.7,13,3,24,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Mathematics,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0001,2,1/17/2018,208,2.9,96,2,47,5/23/2018,211,2.9,92,3,57,214,6,3,4.1,-3,No*,-0.7,25,16.7,16.2,6,1,23,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Mathematics,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0003,1,1/17/2018,206,3.3,99,<1,43,5/23/2018,209,3.2,98,1,52,214,8,3,4.6,-5,No,-0.8,20,0,6.3,2,0,12,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Mathematics,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0004,5,1/17/2018,270,4.6,99,<1,65,5/24/2018,281,10.1,99,<1,52,273,3,11,11.1+,8,Yes*,0.7,75,57.1,91.7,7,4,48,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Mathematics,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,7,3,1/17/2018,209,2.9,82,5,57,5/23/2018,211,2.9,71,7,36,215,6,2,4.1,-4,No*,-0.9,19,23.1,16.7,13,3,24,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Mathematics,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0008,5,1/17/2018,245,2.9,97,1,97,5/24/2018,246,3.2,94,2,86,251,6,1,4.3,-5,No,-0.9,19,23.1,16.7,13,3,24,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Mathematics,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0009,7,1/17/2018,259,3,98,<1,76,5/24/2018,263,3,97,1,62,262,3,4,4.2,1,Yes*,0.2,56,57.1,91.7,7,4,48,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Mathematics,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0020,4,1/17/2018,208,2.9,51,9,42,5/23/2018,211,3,43,8,45,214,6,3,4.2,-3,No*,-0.6,27,23.1,16.7,13,3,24,,,,,,Low-G/High-A,Low-G/Low-A,50,50
Spring 2017-2018,Spring 2017-2018,Mathematics,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0019,4,1/17/2018,235,2.9,97,1,42,5/24/2018,243,3.1,98,1,36,241,6,8,4.2,2,Yes*,0.4,65,23.1,16.7,13,3,24,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Mathematics,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0024,2,1/17/2018,211,2.9,98,1,29,5/23/2018,216,3,96,2,34,217,6,5,4.2,-1,No*,-0.3,40,16.7,16.2,6,1,23,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Mathematics,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0025,4,1/17/2018,233,2.9,96,2,34,5/24/2018,232,2.9,89,3,36,239,6,-1,4.1,-7,No,-1.5,7,23.1,16.7,13,3,24,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Mathematics,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0030,4,1/22/2018,224,2.9,88,4,52,5/24/2018,231,3.1,88,4,58,230,6,7,4.2,1,Yes*,0.2,58,23.1,16.7,13,3,24,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Mathematics,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0031,6,1/17/2018,251,2.9,97,1,107,5/24/2018,255,2.9,96,1,85,255,4,4,4.1,0,Yes*,0,48,57.1,91.7,7,4,48,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Mathematics,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,31,8,1/17/2018,236,2.9,66,5,31,5/24/2018,240,2.9,68,5,41,238,2,4,4.1,2,Yes*,0.3,62,23.1,16.7,13,3,24,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Mathematics,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0034,4,,,,,,,5/24/2018,214,3,51,8,68,,,,,,,,,23.1,16.7,13,3,24,,,,,,,High-A,50,50
Spring 2017-2018,Spring 2017-2018,Mathematics,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0036,2,,,,,,,5/23/2018,188,3,38,9,54,,,,,,,,,16.7,16.2,6,1,23,,,,,,,Low-A,50,50
Spring 2017-2018,Spring 2017-2018,Mathematics,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0037,4,1/17/2018,236,2.9,98,1,41,5/24/2018,233,3,90,3,63,242,6,-3,4.2,-9,No,-1.9,3,23.1,16.7,13,3,24,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Mathematics,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,38,1,1/17/2018,191,3.2,93,3,131,5/23/2018,189,3.2,73,7,88,199,8,-2,4.5,-10,No,-1.8,3,0,6.3,2,0,12,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Mathematics,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,30,3,1/17/2018,193,2.9,39,8,30,5/23/2018,204,3,52,8,41,200,7,11,4.2,4,Yes*,0.9,81,16.7,16.2,6,1,23,,,,,,High-G/Low-A,High-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Mathematics,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0041,6,1/17/2018,242,3,90,3,85,5/24/2018,243,2.9,86,3,87,246,4,1,4.2,-3,No*,-0.6,27,57.1,91.7,7,4,48,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Mathematics,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0044,6,1/17/2018,234,3,79,5,82,5/24/2018,244,2.9,87,3,107,238,4,10,4.2,6,Yes,1.2,88,57.1,91.7,7,4,48,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Mathematics,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0046,4,1/17/2018,227,2.9,92,2,77,5/24/2018,232,2.9,89,3,65,233,6,5,4.1,-1,No*,-0.2,41,23.1,16.7,13,3,24,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Mathematics,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0045,6,1/17/2018,258,2.9,99,<1,79,5/24/2018,254,2.9,96,1,76,262,4,-4,4.1,-8,No,-1.7,5,57.1,91.7,7,4,48,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Mathematics,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0043,4,1/17/2018,228,3.3,93,2,46,5/24/2018,224,3,76,6,34,234,6,-4,4.5,-10,No,-1.9,3,23.1,16.7,13,3,24,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Mathematics,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,20,8,1/17/2018,248,3,86,3,88,5/24/2018,244,3,75,5,73,250,2,-4,4.2,-6,No,-1.2,12,57.1,91.7,7,4,48,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Mathematics,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0050,5,1/17/2018,229,2.9,80,5,56,5/23/2018,213,3,30,7,41,234,5,-16,4.2,-21,No,-4.2,1,23.1,16.7,13,3,24,,,,,,Low-G/High-A,Low-G/Low-A,50,50
Spring 2017-2018,Spring 2017-2018,Mathematics,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0054,K,,,,,,,5/23/2018,189,3.5,98,1,40,,,,,,,,,0,6.3,2,0,12,,,,,,,High-A,50,50
Spring 2017-2018,Spring 2017-2018,Mathematics,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0058,4,1/18/2018,206,2.9,46,8,45,5/24/2018,210,2.9,41,7,46,212,6,4,4.1,-2,No*,-0.4,34,23.1,16.7,13,3,24,,,,,,Low-G/Low-A,Low-G/Low-A,50,50
Spring 2017-2018,Spring 2017-2018,Mathematics,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0059,5,1/17/2018,193,2.9,6,3,24,5/23/2018,181,3.1,1,<1,23,198,5,-12,4.2,-17,No,-3.3,1,16.7,16.2,6,1,23,,,,,,Low-G/Low-A,Low-G/Low-A,50,50
Spring 2017-2018,Spring 2017-2018,Mathematics,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,61,3,1/17/2018,185,2.9,19,6,34,5/23/2018,182,3.3,6,4,45,192,7,-3,4.4,-10,No,-1.9,3,16.7,16.2,6,1,23,,,,,,Low-G/Low-A,Low-G/Low-A,50,50
Spring 2017-2018,Spring 2017-2018,Mathematics,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0063,4,1/17/2018,214,2.9,68,7,40,5/23/2018,216,2.9,57,7,31,220,6,2,4.1,-4,No*,-0.8,20,16.7,16.2,6,1,23,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Reading,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0002,5,1/18/2018,234,3.4,95,2,46,5/22/2018,236,3.6,95,2,51,235,1,2,5,1,Yes*,0.2,58,76.9,120.8,13,10,58,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Reading,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0001,2,1/18/2018,197,3.2,83,5,58,5/22/2018,204,3.4,84,5,119,202,5,7,4.7,2,Yes*,0.3,63,50,128,6,3,38,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Reading,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0003,1,1/18/2018,194,3.2,97,1,59,5/22/2018,202,3.4,95,2,41,202,8,8,4.7,0,Yes*,0,52,100,112.5,2,2,59,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Reading,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0004,5,1/18/2018,240,3.6,98,1,48,5/22/2018,250,5.4,99,<1,45,241,1,10,6.5+,9,Yes,1.4,92,28.6,57.1,7,2,44,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Reading,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,7,3,1/18/2018,205,3.4,75,7,79,5/22/2018,208,3.5,73,7,46,208,3,3,4.9,0,Yes*,0,48,76.9,120.8,13,10,58,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Reading,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0008,5,1/18/2018,234,3.3,95,2,84,5/22/2018,237,3.7,96,1,101,235,1,3,5,2,Yes*,0.4,64,76.9,120.8,13,10,58,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Reading,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0009,7,1/18/2018,248,3.3,98,1,53,5/22/2018,245,3.5,96,2,48,249,1,-3,4.8,-4,No*,-0.5,30,28.6,57.1,7,2,44,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Reading,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0020,4,1/18/2018,206,3.3,58,9,57,5/22/2018,210,3.5,61,8,53,209,3,4,4.8,1,Yes*,0.2,58,76.9,120.8,13,10,58,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Reading,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0019,4,1/18/2018,222,3.3,90,3,32,5/22/2018,227,3.4,92,3,40,224,2,5,4.7,3,Yes*,0.6,73,76.9,120.8,13,10,58,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Reading,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0024,2,1/18/2018,176,3.3,33,8,9,5/22/2018,204,3.5,84,5,58,182,6,28,4.8,22,Yes,3.6,99,50,128,6,3,38,,,,,,High-G/Low-A,High-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Reading,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0025,4,1/18/2018,221,3.3,89,3,31,5/22/2018,223,3.5,87,5,35,223,2,2,4.8,0,Yes*,0,51,76.9,120.8,13,10,58,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Reading,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0030,4,1/22/2018,228,3.4,95,2,44,5/22/2018,225,3.4,90,3,87,229,1,-3,4.8,-4,No*,-0.8,22,76.9,120.8,13,10,58,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Reading,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0031,6,1/16/2018,246,3.4,99,<1,94,5/22/2018,245,3.5,98,1,86,247,1,-1,4.9,-2,No*,-0.2,44,28.6,57.1,7,2,44,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Reading,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,31,8,1/16/2018,227,3.4,70,7,59,5/22/2018,231,3.4,76,6,68,228,1,4,4.8,3,Yes*,0.5,70,76.9,120.8,13,10,58,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Reading,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0034,4,,,,,,,5/22/2018,228,3.6,93,3,80,,,,,,,,,76.9,120.8,13,10,58,,,,,,,High-A,50,50
Spring 2017-2018,Spring 2017-2018,Reading,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0036,2,,,,,,,5/22/2018,190,3.5,53,9,71,,,,,,,,,50,128,6,3,38,,,,,,,High-A,50,50
Spring 2017-2018,Spring 2017-2018,Reading,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0037,4,1/18/2018,219,3.3,86,4,58,5/22/2018,224,3.5,89,4,82,221,2,5,4.8,3,Yes*,0.6,71,76.9,120.8,13,10,58,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Reading,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,38,1,1/18/2018,179,3.3,76,7,65,5/22/2018,189,3.5,78,7,93,187,8,10,4.8,2,Yes*,0.4,65,100,112.5,2,2,59,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Reading,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,30,3,1/18/2018,207,3.5,79,6,27,5/22/2018,214,3.5,85,4,29,210,3,7,4.9,4,Yes*,0.7,75,50,128,6,3,38,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Reading,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0041,6,1/18/2018,231,3.3,88,4,67,5/22/2018,237,3.4,93,2,76,232,1,6,4.7,5,Yes,0.9,82,28.6,57.1,7,2,44,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2017-2018,Spring 2017-2018,Reading,Summary,2015,Winter 2018 - Spring 2018,17,32,NONE,,001-0044,6,1/16/2018,226,3.3,80,6,66,5/22/2018,226,3.5,76,7,88,227,1,0,4.8,-1,No*,-0.2,41,28.6,57.1,7,2,44,,,,,,Low-G/High-A,Low-G/High-A,50,50
