TermTested,TermRostered,Subject,ASGType,NormsReferenceData,GrowthComparisonPeriod,WIStartTerm,WIEndTerm,OptionalGroupingCategory,OptionGroupingGroup,StudentID,StudentGrade,TestDate,StartScore,StartScoreSEM,StartPercentile,StartPercentileSE,StartTestDuration,EndTestDate,EndScore,EndScoreSEM,EndPercentile,EndPercentileSE,EndTestDuration,ProjectedScore,ProjectedGrowth,ObservedGrowth,ObservedGrowthSE,GrowthIndex,MetGrowthProjection?,ConditionalGrowthIndex,ConditionalGrowthPercentile,PercentageofStudentswhoMetorExceededtheirProjectedScore,PercentageofProjectedGrowthMet,CountofStudentswithGrowthProjectionAvailableandValidBeginningandEndingTermScores,CountofStudentswhoMetorExceededtheirProjectedGrowth,MedianConditionalGrowthPercentile,OptionalGroupingPercentageofStudentswhoMetorExceededtheirProjectedScore,OptionalGroupingOverallPercentageofProjectedScoreMet,OptionalGroupingCountofStudentswithGrowthProjectionAvailableandValidBeginningandEndingTermScores,OptionalGroupingCountofStudentswhoMetorExceededtheirProjectedGrowth,OptionalGroupingMedianConditionalGrowthPercentile,StartGrowthandAchievement,EndGrowthandAchievement,ConditionalGrowthPercentileAxis,AchievementPercentileAxis
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0034,5,1/29/2019,225,3.3,86,4,103,6/4/2019,234,3.7,93,3,120,226,1,9,5,8,Yes,1.4,91,62.1,180.4,29,18,60,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0037,5,1/29/2019,210,3.3,52,9,42,6/4/2019,226,3.4,83,6,73,212,2,16,4.7,14,Yes,2.5,99,62.1,180.4,29,18,60,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0066,4,1/29/2019,241,4.1,99,<1,41,6/4/2019,249,5,99,<1,39,242,1,8,6.5+,7,Yes,1.3,90,62.1,180.4,29,18,60,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0039,5,1/29/2019,185,3.3,5,3,38,6/4/2019,200,3.4,21,8,49,189,4,15,4.7,11,Yes,2,98,62.1,180.4,29,18,60,,,,,,High-G/Low-A,High-G/Low-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0042,5,1/29/2019,209,3.7,50,9,92,6/4/2019,213,3.3,54,8,101,211,2,4,5,2,Yes*,0.3,61,62.1,180.4,29,18,60,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0075,6,1/29/2019,227,3.4,82,5,230,6/4/2019,237,3.3,93,2,236,228,1,10,4.7,9,Yes,1.7,95,62.1,180.4,29,18,60,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0046,5,1/29/2019,232,3.5,94,2,78,6/4/2019,233,3.5,93,2,113,233,1,1,4.9,0,Yes*,0,51,62.1,180.4,29,18,60,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0043,5,1/29/2019,235,3.8,96,2,46,6/4/2019,238,3.9,96,2,68,236,1,3,5.4+,2,Yes*,0.4,67,62.1,180.4,29,18,60,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0047,5,1/29/2019,241,3.9,98,1,99,6/4/2019,236,3.7,95,2,114,242,1,-5,5.4+,-6,No,-0.8,21,62.1,180.4,29,18,60,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0050,6,1/29/2019,216,3.4,56,9,70,6/4/2019,218,3.5,56,9,68,218,2,2,4.9,0,Yes*,0,52,62.1,180.4,29,18,60,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0065,6,1/29/2019,210,3.4,40,9,88,6/4/2019,208,3.3,30,8,60,212,2,-2,4.7,-4,No*,-0.8,22,62.1,180.4,29,18,60,,,,,,Low-G/Low-A,Low-G/Low-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0056,6,1/29/2019,240,3.3,96,2,124,6/4/2019,239,3.4,94,3,116,241,1,-1,4.7,-2,No*,-0.2,41,62.1,180.4,29,18,60,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0058,5,1/29/2019,219,3.3,75,6,65,6/4/2019,229,3.5,88,4,53,221,2,10,4.8,8,Yes,1.5,93,62.1,180.4,29,18,60,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0059,6,1/29/2019,185,3.2,2,2,39,6/4/2019,182,3.4,1,1,36,189,4,-3,4.7,-7,No,-1.3,10,62.1,180.4,29,18,60,,,,,,Low-G/Low-A,Low-G/Low-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0063,5,1/29/2019,201,3.3,29,8,32,6/4/2019,212,3.4,51,9,53,204,3,11,4.7,8,Yes,1.5,93,62.1,180.4,29,18,60,,,,,,High-G/Low-A,High-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0004,6,1/29/2019,257,4.2,99,<1,69,6/4/2019,250,3.6,99,<1,59,258,1,-7,5.5+,-8,No,-0.8,21,70,290,10,7,76,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0008,6,1/29/2019,244,3.3,98,1,129,6/4/2019,243,3.3,97,1,115,245,1,-1,4.7,-2,No*,-0.2,42,70,290,10,7,76,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0009,8,1/29/2019,260,5.3,99,<1,65,6/4/2019,262,4.7,99,<1,55,261,1,2,7.1+,1,Yes*,0.7,76,70,290,10,7,76,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0013,***,1/29/2019,228,3.3,78,6,78,***,,,,,,229,1,,,,,,,70,290,10,7,76,,,,,,High-A,,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0069,8,1/29/2019,218,3.5,48,9,45,6/4/2019,226,3.3,65,7,80,219,1,8,4.8,7,Yes,1.2,88,70,290,10,7,76,,,,,,High-G/Low-A,High-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0029,7,1/29/2019,230,3.3,82,5,119,6/4/2019,229,3.3,77,6,123,231,1,-1,4.7,-2,No*,-0.3,37,70,290,10,7,76,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0081,7,,,,,,,6/4/2019,233,3.3,84,5,71,,,,,,,,,70,290,10,7,76,,,,,,,High-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0031,7,1/29/2019,250,3.7,99,<1,102,6/4/2019,253,3.9,99,<1,96,251,1,3,5.4+,2,Yes*,0.6,74,70,290,10,7,76,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0080,7,,,,,,,6/4/2019,210,3.3,30,8,51,,,,,,,,,70,290,10,7,76,,,,,,,Low-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0100,7,,,,,,,6/4/2019,217,3.3,47,9,59,,,,,,,,,70,290,10,7,76,,,,,,,Low-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0041,7,1/31/2019,238,3.2,92,3,66,6/4/2019,245,3.4,96,2,129,239,1,7,4.7,6,Yes,1.2,89,70,290,10,7,76,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0082,7,,,,,,,6/4/2019,237,3.4,89,4,45,,,,,,,,,70,290,10,7,76,,,,,,,High-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0044,7,1/29/2019,237,3.3,91,3,134,6/4/2019,243,3.3,95,2,151,238,1,6,4.7,5,Yes,1.1,85,70,290,10,7,76,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0045,7,1/29/2019,240,3.3,94,2,95,6/4/2019,248,3.5,98,1,111,241,1,8,4.8,7,Yes,1.4,92,70,290,10,7,76,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,chandlert0078,7,,,,,,,6/4/2019,251,3.6,98,1,70,,,,,,,,,70,290,10,7,76,,,,,,,High-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0062,8,1/29/2019,239,3.4,91,3,71,6/4/2019,243,3.3,93,2,84,240,1,4,4.7,3,Yes*,0.7,75,70,290,10,7,76,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0001,3,,,,,,,6/4/2019,208,3.5,74,7,55,,,,,,,,,40,26.8,15,6,16,,,,,,,High-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0003,2,1/29/2019,199,3.4,86,5,66,6/4/2019,199,3.3,76,6,54,204,5,0,4.7,-5,No,-0.8,21,40,26.8,15,6,16,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0072,2,1/29/2019,153,3.6,2,2,19,6/4/2019,167,3.4,8,4,39,161,8,14,5,6,Yes,1,85,40,26.8,15,6,16,,,,,,High-G/Low-A,High-G/Low-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0022,3,1/29/2019,203,3.4,71,7,45,6/4/2019,198,3.5,49,9,39,206,3,-5,4.9,-8,No,-1.5,7,40,26.8,15,6,16,,,,,,Low-G/High-A,Low-G/Low-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0024,3,1/29/2019,207,3.4,79,6,35,6/4/2019,197,3.4,46,9,32,210,3,-10,4.8,-13,No,-2.3,1,40,26.8,15,6,16,,,,,,Low-G/High-A,Low-G/Low-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0033,3,1/29/2019,212,3.4,87,4,50,6/4/2019,207,3.3,71,7,56,215,3,-5,4.7,-8,No,-1.4,8,40,26.8,15,6,16,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0036,3,1/29/2019,203,3.3,71,7,82,6/4/2019,201,3.3,57,8,52,206,3,-2,4.7,-5,No,-1,16,40,26.8,15,6,16,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0040,4,1/29/2019,216,3.3,81,5,48,6/4/2019,225,3.3,90,3,38,218,2,9,4.7,7,Yes,1.3,91,40,26.8,15,6,16,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0070,2,1/29/2019,213,3.5,98,1,41,6/4/2019,224,3.3,99,<1,59,217,4,11,4.8,7,Yes,1.3,90,40,26.8,15,6,16,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0048,3,1/29/2019,188,3.4,33,9,22,6/4/2019,196,3.3,44,8,29,192,4,8,4.7,4,Yes*,0.7,74,40,26.8,15,6,16,,,,,,High-G/Low-A,High-G/Low-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0049,3,1/29/2019,186,3.4,29,8,42,6/4/2019,203,3.4,62,8,51,191,5,17,4.8,12,Yes,2.2,99,40,26.8,15,6,16,,,,,,High-G/Low-A,High-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0053,3,1/29/2019,207,3.4,79,6,47,6/4/2019,204,3.3,64,8,32,210,3,-3,4.7,-6,No,-1.1,14,40,26.8,15,6,16,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0055,4,1/29/2019,193,3.3,26,7,47,6/4/2019,190,3.3,14,6,33,197,4,-3,4.7,-7,No,-1.3,10,40,26.8,15,6,16,,,,,,Low-G/Low-A,Low-G/Low-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0057,3,1/29/2019,196,3.4,54,9,40,6/4/2019,178,3.5,9,4,15,200,4,-18,4.9,-22,No,-3.9,1,40,26.8,15,6,16,,,,,,Low-G/High-A,Low-G/Low-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0077,5,,,,,,,6/4/2019,186,3.4,4,3,38,,,,,,,,,40,26.8,15,6,16,,,,,,,Low-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0060,4,1/29/2019,202,3.4,48,9,36,6/4/2019,195,3.5,24,7,46,205,3,-7,4.9,-10,No,-1.9,3,40,26.8,15,6,16,,,,,,Low-G/Low-A,Low-G/Low-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0071,3,2/6/2019,223,3.5,97,1,26,6/4/2019,232,3.4,99,<1,37,225,2,9,4.9,7,Yes,1.3,91,40,26.8,15,6,16,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0010,1,1/29/2019,210,3.5,99,<1,21,6/4/2019,212,3.5,99,<1,25,217,7,2,4.9,-5,No,-0.8,22,33.3,82,9,3,23,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0011,K,1/29/2019,164,3.3,87,5,30,6/4/2019,188,3.3,99,<1,35,171,7,24,4.7,17,Yes,3.1,99,33.3,82,9,3,23,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0021,1,1/29/2019,195,3.2,97,1,38,6/4/2019,189,3.2,80,5,25,202,7,-6,4.5,-13,No,-2.4,1,33.3,82,9,3,23,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0026,1,1/29/2019,199,3.5,99,<1,32,6/4/2019,204,3.4,97,1,22,206,7,5,4.9,-2,No*,-0.3,38,33.3,82,9,3,23,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0035,1,1/29/2019,201,3.5,99,<1,69,6/4/2019,199,3.3,94,2,50,208,7,-2,4.8,-9,No,-1.5,7,33.3,82,9,3,23,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0068,1,1/29/2019,209,3.7,99,<1,31,6/4/2019,215,3.8,99,<1,32,215,6,6,5.3+,0,Yes*,-0.1,47,33.3,82,9,3,23,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0051,K,1/29/2019,170,3.2,95,2,32,6/4/2019,190,3.4,99,<1,82,176,6,20,4.7,14,Yes,2.5,99,33.3,82,9,3,23,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0052,1,1/29/2019,194,3.3,97,1,62,6/4/2019,192,3.2,85,5,52,201,7,-2,4.6,-9,No,-1.6,5,33.3,82,9,3,23,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Reading,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0054,1,1/29/2019,195,3.3,97,1,34,6/4/2019,198,3.2,93,2,33,202,7,3,4.6,-4,No*,-0.7,23,33.3,82,9,3,23,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,101,6,,,,,,,4/5/2019,226,3.3,93,3,44,,,,,,,,,,,,,,,,,,,,High-A,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,102,7,,,,,,,4/5/2019,220,3.2,78,7,54,,,,,,,,,,,,,,,,,,,,High-A,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0073,5,2/1/2019,202,3.2,46,12,28,6/6/2019,204,3.1,44,12,29,205,3,2,4.5,-1,No*,-0.1,45,50,224.4,26,13,59,,,,,,Low-G/Low-A,Low-G/Low-A,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0002,6,,,,,,,6/6/2019,228,3.1,95,3,36,,,,,,,,,50,224.4,26,13,59,,,,,,,High-A,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0005,5,2/1/2019,221,3.1,95,3,42,6/6/2019,216,3.1,83,6,34,222,1,-5,4.4,-6,No,-1.2,12,50,224.4,26,13,59,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0006,5,2/1/2019,213,3.1,82,7,27,6/6/2019,226,3.1,97,1,29,215,2,13,4.4,11,Yes,2.3,99,50,224.4,26,13,59,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0012,4,2/1/2019,227,3.3,99,<1,42,6/6/2019,223,3.1,98,1,22,228,1,-4,4.5,-5,No,-0.7,24,50,224.4,26,13,59,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0074,4,2/1/2019,197,3.2,46,12,31,6/6/2019,210,3.2,80,8,63,200,3,13,4.5,10,Yes,2,98,50,224.4,26,13,59,,,,,,High-G/Low-A,High-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0014,5,2/1/2019,200,3.1,38,12,28,6/6/2019,200,3.2,30,11,33,203,3,0,4.5,-3,No*,-0.6,29,50,224.4,26,13,59,,,,,,Low-G/Low-A,Low-G/Low-A,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0015,***,2/1/2019,223,3.2,97,2,48,***,,,,,,224,1,,,,,,,50,224.4,26,13,59,,,,,,High-A,,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0018,6,2/1/2019,195,3.1,15,7,26,6/6/2019,202,3.1,29,9,30,198,3,7,4.4,4,Yes*,0.9,80,50,224.4,26,13,59,,,,,,High-G/Low-A,High-G/Low-A,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0020,5,2/1/2019,212,3.2,80,7,51,6/6/2019,209,3.1,62,11,47,214,2,-3,4.5,-5,No,-0.9,18,50,224.4,26,13,59,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0019,5,2/1/2019,223,3.1,97,1,43,6/6/2019,228,3.1,98,1,35,224,1,5,4.4,4,Yes*,0.9,81,50,224.4,26,13,59,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0023,6,,,,,,,6/6/2019,234,3.3,99,<1,34,,,,,,,,,50,224.4,26,13,59,,,,,,,High-A,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0025,5,2/1/2019,214,3.2,85,6,27,6/6/2019,225,3.3,96,2,36,215,1,11,4.6,10,Yes,1.9,97,50,224.4,26,13,59,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0027,6,2/1/2019,219,3.1,87,5,79,6/6/2019,227,3.1,95,2,53,220,1,8,4.4,7,Yes,1.4,92,50,224.4,26,13,59,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0028,***,2/1/2019,211,3.3,77,8,29,***,,,,,,213,2,,,,,,,50,224.4,26,13,59,,,,,,High-A,,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0076,6,,,,,,,6/6/2019,213,3.2,65,10,30,,,,,,,,,50,224.4,26,13,59,,,,,,,High-A,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0030,5,2/1/2019,216,3.2,89,4,63,6/6/2019,226,3.2,97,2,54,217,1,10,4.5,9,Yes,1.7,96,50,224.4,26,13,59,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0032,5,2/1/2019,215,3.1,87,5,39,6/6/2019,219,3.2,89,5,38,216,1,4,4.5,3,Yes*,0.5,70,50,224.4,26,13,59,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0034,5,2/1/2019,223,3.1,97,1,62,6/6/2019,222,3.1,94,2,65,224,1,-1,4.4,-2,No*,-0.3,36,50,224.4,26,13,59,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0037,5,2/1/2019,220,3.2,94,3,39,6/6/2019,226,3.3,97,2,66,221,1,6,4.6,5,Yes,1,84,50,224.4,26,13,59,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0066,4,2/1/2019,234,3.2,99,<1,40,6/6/2019,248,3.5,99,<1,48,235,1,14,4.7,13,Yes,2.9,99,50,224.4,26,13,59,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0039,5,2/1/2019,189,3.1,9,6,20,6/6/2019,199,3.1,27,10,28,193,4,10,4.4,6,Yes,1.3,90,50,224.4,26,13,59,,,,,,High-G/Low-A,High-G/Low-A,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0042,5,2/1/2019,220,3.1,94,3,56,6/6/2019,214,3.2,78,8,60,221,1,-6,4.5,-7,No,-1.4,8,50,224.4,26,13,59,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0075,***,2/4/2019,214,3.7,74,10,109,***,,,,,,215,1,,,,,,,50,224.4,26,13,59,,,,,,High-A,,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0046,5,2/1/2019,215,3.1,87,5,49,6/6/2019,225,3.1,96,2,84,216,1,10,4.4,9,Yes,1.7,96,50,224.4,26,13,59,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0043,5,2/1/2019,227,3.2,99,<1,41,6/6/2019,226,3.1,97,1,59,228,1,-1,4.5,-2,No*,-0.2,40,50,224.4,26,13,59,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0047,5,2/1/2019,227,3.2,99,<1,44,6/6/2019,227,3.1,98,1,79,228,1,0,4.5,-1,No*,0,48,50,224.4,26,13,59,,,,,,Low-G/High-A,Low-G/High-A,50,50
