TermTested,TermRostered,Subject,ASGType,NormsReferenceData,GrowthComparisonPeriod,WIStartTerm,WIEndTerm,OptionalGroupingCategory,OptionGroupingGroup,StudentID,StudentGrade,TestDate,StartScore,StartScoreSEM,StartPercentile,StartPercentileSE,StartTestDuration,EndTestDate,EndScore,EndScoreSEM,EndPercentile,EndPercentileSE,EndTestDuration,ProjectedScore,ProjectedGrowth,ObservedGrowth,ObservedGrowthSE,GrowthIndex,MetGrowthProjection?,ConditionalGrowthIndex,ConditionalGrowthPercentile,PercentageofStudentswhoMetorExceededtheirProjectedScore,PercentageofProjectedGrowthMet,CountofStudentswithGrowthProjectionAvailableandValidBeginningandEndingTermScores,CountofStudentswhoMetorExceededtheirProjectedGrowth,MedianConditionalGrowthPercentile,OptionalGroupingPercentageofStudentswhoMetorExceededtheirProjectedScore,OptionalGroupingOverallPercentageofProjectedScoreMet,OptionalGroupingCountofStudentswithGrowthProjectionAvailableandValidBeginningandEndingTermScores,OptionalGroupingCountofStudentswhoMetorExceededtheirProjectedGrowth,OptionalGroupingMedianConditionalGrowthPercentile,StartGrowthandAchievement,EndGrowthandAchievement,ConditionalGrowthPercentileAxis,AchievementPercentileAxis
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0050,6,2/1/2019,216,3.1,80,7,37,6/6/2019,216,3.1,74,8,44,217,1,0,4.4,-1,No*,-0.3,40,50,224.4,26,13,59,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0065,6,2/1/2019,212,3.2,68,10,42,6/6/2019,201,3.2,26,9,44,214,2,-11,4.5,-13,No,-2.5,1,50,224.4,26,13,59,,,,,,Low-G/High-A,Low-G/Low-A,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0056,6,2/1/2019,231,3.1,99,<1,56,6/6/2019,226,3.2,93,3,46,232,1,-5,4.5,-6,No,-1,15,50,224.4,26,13,59,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0058,***,2/1/2019,198,3.2,32,11,35,***,,,,,,201,3,,,,,,,50,224.4,26,13,59,,,,,,Low-A,,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0059,6,2/1/2019,183,3.1,2,1,32,6/6/2019,184,3.2,2,1,30,187,4,1,4.5,-3,No*,-0.5,30,50,224.4,26,13,59,,,,,,Low-G/Low-A,Low-G/Low-A,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0063,5,2/1/2019,197,3.1,28,11,16,6/6/2019,220,3.2,91,4,36,200,3,23,4.5,20,Yes,4,99,50,224.4,26,13,59,,,,,,High-G/Low-A,High-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0004,6,2/1/2019,244,3.5,99,<1,41,6/4/2019,245,3.5,99,<1,49,245,1,1,4.9,0,Yes*,0.5,67,77.8,88.9,9,7,61,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0008,6,2/1/2019,234,3.2,99,<1,56,6/4/2019,237,3.3,99,<1,57,235,1,3,4.6,2,Yes*,0.6,73,77.8,88.9,9,7,61,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0009,8,2/1/2019,248,3.1,99,<1,51,6/4/2019,250,3.6,99,<1,35,249,1,2,4.8,1,Yes*,0.5,68,77.8,88.9,9,7,61,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0013,***,2/1/2019,225,3.1,91,4,67,***,,,,,,226,1,,,,,,,77.8,88.9,9,7,61,,,,,,High-A,,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0069,8,2/1/2019,219,3.2,72,8,27,6/4/2019,221,3.2,73,8,57,220,1,2,4.5,1,Yes*,0.2,57,77.8,88.9,9,7,61,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0029,7,2/1/2019,220,3.1,83,6,71,6/4/2019,221,3.1,80,7,94,221,1,1,4.4,0,Yes*,0,50,77.8,88.9,9,7,61,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0081,7,,,,,,,6/4/2019,224,3.2,86,5,53,,,,,,,,,77.8,88.9,9,7,61,,,,,,,High-A,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0031,7,2/1/2019,240,3.2,99,<1,72,6/4/2019,237,3.5,98,1,78,241,1,-3,4.7,-4,No*,-0.5,31,77.8,88.9,9,7,61,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0080,7,,,,,,,6/4/2019,197,3.3,13,6,45,,,,,,,,,77.8,88.9,9,7,61,,,,,,,Low-A,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0100,7,,,,,,,6/4/2019,216,3.1,67,9,42,,,,,,,,,77.8,88.9,9,7,61,,,,,,,High-A,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0041,7,2/6/2019,236,3.5,99,<1,42,6/4/2019,240,3.4,99,<1,75,237,1,4,4.9,3,Yes*,0.8,80,77.8,88.9,9,7,61,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0082,7,,,,,,,6/4/2019,234,3.5,97,2,32,,,,,,,,,77.8,88.9,9,7,61,,,,,,,High-A,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0044,7,2/1/2019,227,3.1,94,2,127,6/4/2019,229,3.2,94,2,89,228,1,2,4.5,1,Yes*,0.3,61,77.8,88.9,9,7,61,,,,,,High-G/High-A,High-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0045,7,2/1/2019,232,3.2,98,1,62,6/4/2019,228,3.1,92,3,63,233,1,-4,4.5,-5,No,-0.8,20,77.8,88.9,9,7,61,,,,,,Low-G/High-A,Low-G/High-A,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,chandlert0078,7,,,,,,,6/4/2019,233,3.4,97,1,45,,,,,,,,,77.8,88.9,9,7,61,,,,,,,High-A,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0062,***,2/1/2019,238,3.1,99,<1,67,***,,,,,,239,1,,,,,,,77.8,88.9,9,7,61,,,,,,High-A,,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0003,***,2/1/2019,195,3.1,,,29,***,,,,,,,,,,,,,,,,,,,,,,,,,,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0072,***,2/1/2019,176,3.1,,,23,***,,,,,,,,,,,,,,,,,,,,,,,,,,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0022,***,2/1/2019,199,3.1,75,8,24,***,,,,,,202,3,,,,,,,,,,,,,,,,,High-A,,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0024,***,2/1/2019,202,3.1,83,6,21,***,,,,,,204,2,,,,,,,,,,,,,,,,,High-A,,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0033,***,2/1/2019,205,3.1,89,5,33,***,,,,,,207,2,,,,,,,,,,,,,,,,,High-A,,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0036,***,2/1/2019,197,3.2,69,9,42,***,,,,,,200,3,,,,,,,,,,,,,,,,,High-A,,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0040,***,2/1/2019,214,3.1,93,3,28,***,,,,,,215,1,,,,,,,,,,,,,,,,,High-A,,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0070,***,2/1/2019,216,3.2,,,44,***,,,,,,,,,,,,,,,,,,,,,,,,,,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0048,***,2/1/2019,192,3.1,51,11,15,***,,,,,,195,3,,,,,,,,,,,,,,,,,High-A,,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0049,***,2/1/2019,191,3.1,47,12,27,***,,,,,,195,4,,,,,,,,,,,,,,,,,Low-A,,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0053,***,2/1/2019,205,3.2,89,5,28,***,,,,,,207,2,,,,,,,,,,,,,,,,,High-A,,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0055,***,2/1/2019,186,3.2,13,7,22,***,,,,,,190,4,,,,,,,,,,,,,,,,,Low-A,,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0057,***,2/1/2019,186,3.1,,,23,***,,,,,,,,,,,,,,,,,,,,,,,,,,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0060,***,2/1/2019,203,3.1,68,10,35,***,,,,,,205,2,,,,,,,,,,,,,,,,,High-A,,50,50
Spring 2018-2019,Spring 2018-2019,Science - General Science,Summary,2015,Winter 2019 - Spring 2019,17,31,NONE,,001-0071,***,2/1/2019,221,3.2,99,<1,28,***,,,,,,222,1,,,,,,,,,,,,,,,,,High-A,,50,50
